id,name,short_url,price,discount,discount_rate,rating_average,review_count,brand_id,brand_name,short_description
253010347,"Tai nghe có dây Vivumax J9 dài 1,2m - Âm Thanh Tinh Khiết – Hàng Chính Hãng, Bảo Hành Chính Hãng",https://tiki.vn/product-p253010347.html?spid=253010350,60000,0,0,4.0,3,4267353,Vivumax,"Thông số Tai nghe có dây Vivumax J9Tai nghe J9: dây dài 1,2mTrở kháng: 32ΩĐộ nhạy: 103dBCông suất: 100mw Tầng số: 20-20.000HzJack cắm: 3,5 mm Có mic thoại trên tai ngheThiết kế hiện đại, nhỏ g..."
110850007,Tai nghe nhét tai có dây jack 3.5mm Remax RM-512 (New Package) - Hàng chính hãng,https://tiki.vn/product-p110850007.html?spid=110850010,115000,35000,23,4.7,1009,111454,Remax,"Thay đổi thói quen nghe nhạc không an toàn bằng chiếc #tai_nghe có dây Remax #RM_512 không chỉ mang đến những âm thanh sống động nhất, mà hơn thế còn đảm bảo an toàn cho bạn. Thiết kế hiện đại, cao c..."
102782859,Tai nghe In Ear Remax RM330 - Hàng chính hãng,https://tiki.vn/product-p102782859.html?spid=102782861,200000,50000,20,4.7,570,111454,Remax,"- Thiết kế độc đáo: Sỡ hữu thiết kế trẻ trung, độc đáo, đa phong cách, tai nghe in-ear RM-330 đang làm mưa làm gió trên thị trường tai nghe năm 2019. Khác với các loại tai nghe khác trên thị trường, R..."
123518348,Tai nghe Remax RM-201 - Hàng chính hãng,https://tiki.vn/product-p123518348.html?spid=123518782,115000,35000,23,4.6,278,111454,Remax,"Muốn nghe nhạc HAY, CHỐNG ỒN cực đỉnh, giá cả phải chăng, chế độ bảo hành tốt thì chỉ có mua   ́ ̂  ------------------------- Thiết kế nhét nửa tai độc đáo Tích hợp bộ phím giúp bạn điều khiển ở..."
275066034,Tai nghe dây nhét tai Type C Baseus Encok C18- Hàng chính hãng,https://tiki.vn/product-p275066034.html?spid=275066035,139000,0,0,0.0,0,21651,Baseus,Giới thiệu Tai nghe dây nhét tai Type C Baseus Encok C18Thương hiệu: BaseusChất liệu: ABSĐộ dài dây: 1.1mMàu sắc: TrắngTrọng lượng: 72gTai nghe có dây Baseus Encok C18 là một sản phẩm chất lượ...
274165893,Tai nghe có dây nhét tai Rockspace ES06 chuẩn cắm dành cho IP - Hàng chính hãng bảo hành 12 tháng,https://tiki.vn/product-p274165893.html?spid=274165894,179000,60000,25,4.2,5,153147,RockSpace,"- Shop mall, bên mình là nhà phân phối chính thức của hãng Rockspace- Sản phẩm Tai nghe có dây nhét tai Rockspace ES06 giống y hình và mô tả, nếu không giống shop sẽ hoàn 100 % tiền và chịu phí ship..."
273217833,Tai nghe nhét tai jack cắm Type-C có mic hoco. M101 Pro tương thích rộng với các máy Android chân Type C và cho Iphone 15 Ipad Chân Type C  - Hàng chính hãng,https://tiki.vn/product-p273217833.html?spid=273217177,99000,0,0,4.5,2,21653,Hoco,"Tai nghe M101 Pro jack cắm Type C phiên bản mới nhất1, Chất liệu: ABS + Dây tráng men TPE.2, Loa: 10mm3, Chiều dài：1.2m；Trọng lượng：29g4, Loại phích cắm：Type-C.5, Hỗ t..."
193530319,Tai nghe có dây nhét tai Rockspace ES08 chuẩn cắm TypeC dành cho android Hàng chính hãng,https://tiki.vn/product-p193530319.html?spid=193530320,179000,71000,28,5.0,1,146202,ROCK SPACE,"ƯU ĐIỂM SẢN PHẨM: Tai nghe có dây nhét tai Rockspace ES08 chuẩn cắm TypeC với thiết kế kiểu dáng trẻ trung, thời trang, hiện đại , tai nghe Es08 đã làm người tiêu dùng khá hài lòng về cả kiểu dáng, ..."
271968218,Tai nghe nhét tai có dây màu trắng chân dẹp - Hàng chính hãng,https://tiki.vn/product-p271968218.html?spid=271968219,90000,10000,10,5.0,2,500047,PKCB,"Tai nghe nhét tai có dây màu trắng chân dẹp - Hàng chính hãngSản phẩm cắm nghe trực tiếp, không cần kết nối Bluetooth khi sử dụng Lưu ý: Đây là sản phẩm tai nghe của hãng PKCB..."
7180509,Tai nghe Ibesky dành cho Samsung Galaxy S6/S7/Note 5 (Trắng) + Tặng kèm cặp nút bọc tai nghe - Hàng Chính Hãng,https://tiki.vn/product-p7180509.html?spid=99511816,59000,0,0,0.0,0,200673,Ibesky,Tai nghe galaxy s6 s7 note 5 là sự kế thừa của thiết kế dây dẹt  sẽ không bao giờ bị rối và kiểu tai nghe in-ear nso đệm cao su bên ngoài giúp giữ chặt tai nghe và cũng đỡ đau tai hơn khi sử dụng tron...
253005286,"Tai nghe có dây Vivumax J8 có mút, dài 1,2m -  Âm Thanh Nguyên Bản – Hàng Chính Hãng, Bảo Hành Chính Hãng",https://tiki.vn/product-p253005286.html?spid=253005288,60000,0,0,0.0,0,4267353,Vivumax,"Thông số Tai nghe có dây Vivumax J8 Tai nghe J8: dây dài 1,2mTrở kháng: 32ΩĐộ nhạy: 103dBCông suất: 100mw Tầng số: 20-20.000HzJack cắm: 3,5 mm Có mic thoại trên tai ngheThiết kế hiện đại, nhỏ ..."
246196341,Tai nghe Gaming HyperX Cloud Earbuds II - Hàng Chính Hãng,https://tiki.vn/product-p246196341.html?spid=265654544,890000,0,0,4.6,76,53335,HYPERX,"Thông số kỹ thuậtHãng: HP HyperXMẫu: HP HYPERX Cloud Earbuds II Drivers: 14mmDải tần số: 20-20000HzKết nối: Jack 3.5mmMicro: Đa hướngTương thích: PC, Nintendo, Steamdeck, Một số thiết bị di độ..."
4889007,Tai Nghe Nhét Tai Langsdom Super Bass JM26 cho iPhone/Samsung/Oppo - Hàng Nhập Khẩu 2018,https://tiki.vn/product-p4889007.html?spid=54682527,39800,10200,20,4.5,277,150004,Langston,"Thiết kế nhỏ gọn, tiện dụngTai Nghe Nhét Tai Langsdom Super Bass JM26 được thiết kế khá tinh xảo với kiểu dáng siêu hiện đại, tông màu bắt mắt, làm nổi bật hơn cho những phụ kiện phối kèm với người s..."
181185263,Tai Nghe Baseus Encok 3.5mm lateral in-ear Wired Earphone H17 - Hàng Chính Hãng,https://tiki.vn/product-p181185263.html?spid=273885995,143000,106000,43,5.0,3,21651,Baseus,Tính Năng Tai Nghe Baseus Encok 3.5mm lateral in-ear Wired Earphone H17- Baseus gầy dựng nên một thương hiệu vững mạnh chỉ trong vài năm nhờ cung cấp cho người dùng những sản phẩm có chất lượng tốt ...
275066061,Tai nghe dây 3.5mm Baseus Encok H18 Wired Earphones- Hàng chính hãng,https://tiki.vn/product-p275066061.html?spid=275066062,139000,0,0,0.0,0,21651,Baseus,"Giới thiệu Tai nghe dây 3.5mm Baseus Encok H18 Wired EarphonesTai nghe có dây Baseus Enock H18 Wired Earphones là một sản phẩm tai nghe chất lượng từ thương hiệu Baseus, được thiết kế để mang đến trả..."
197670607,Tai nghe chân cắm 3.5mm tích hợp mic KZ EDX PRO - Hàng chính hãng,https://tiki.vn/product-p197670607.html?spid=273894345,162000,0,0,5.0,15,362757,KZ,"Tai nghe nhét tai KZ, Model: EDX PRO-Là phiên bản nâng cấp của Model EDX với 4 điểm nâng cấp:*Cấu hình mạnh hơn với bộ động lực từ tính kép, đáp ứng chuẩn âm HD*Đầu kết nối chuẩn 2 pin mạ vàng.*Kiểu d..."
273217798,"Tai Nghe có dây nhét tai M101 Pro 3.5mm âm thanh hay, chống ồn, hỗ trợ mic nghe gọi đầy đủ dây dài 1.2m - Hàng Chính Hãng",https://tiki.vn/product-p273217798.html?spid=273216925,89000,70000,44,5.0,7,21653,Hoco,"THÔNG SỐ KỸ THUẬTTai Nghe M101Pro 3.5mm  điều khiển bằng dây cắm âm thanh dài 1.2m Đầu cắm âm thanh: Giắc cắm mini 3,5 mmTrọng lượng: 29 gamCáp: Abs + TpeChiều dài: 1,2 MMicro : Bộ điều khiể..."
110948021,Tai nghe HiFi Headphone có dây siêu nhẹ Remax RM-595 [Hàng chính hãng] ,https://tiki.vn/product-p110948021.html?spid=110948025,239000,91000,28,4.5,150,111454,Remax,"Thay đổi thói quen nghe nhạc không an toàn bằng chiếc #tai_nghe có dây Remax #RM_595 không chỉ mang đến những âm thanh sống động nhất, mà hơn thế còn đảm bảo an toàn cho bạn. Chất liệu có khả năng ch..."
5457515,Tai Nghe Nhét Tai BYZ SE519 Super Bass Hàng Chính Hãng,https://tiki.vn/product-p5457515.html?spid=44713661,69000,0,0,4.5,5,111623,BYZ,"Tai nghe BYZ SE 519 là một sản phẩm cao cấp có kích thước nhỏ gọn, kiểu dáng thời trang, có thể sử dụng trong thời gian dài mà không bị khó chịu.Tai nghe BYZ SE 519 là sản phẩm làm bằng nhựa cao cấ..."
105748207,"Tai Nghe Có Dây Baseus H19 Âm Thanh Trầm Nổi 6D 3.5 Mm, Tích Hợp Micro - Hàng nhập khẩu",https://tiki.vn/product-p105748207.html?spid=272855483,140000,0,0,0.0,0,21651,Baseus,Thương hiệu: BASEUSKiểu đeo: Nhét taiChứng nhận: CENguyên lý âm học: Sống độngXuất xứ: CN (Xuất xứ)Nút điều khiển: CóChủ động khử tiếng ồn: KhôngKiểu kết nối: Có dâyKiểm soát âm lượng: CóĐộ n...
97034068,"Tai Nghe Nhét Tai XSmart HiFi S2000 Pro Super Bass Chống Ồn Cực Tốt, Âm Thanh Khủng, Chơi Game Ngon - Hàng Chính Hãng",https://tiki.vn/product-p97034068.html?spid=145656598,86300,0,0,4.8,60,4691869,XSmart," Shop CAM KẾT CAM KẾT NHẬN HÀNG KHÔNG ƯNG ĐƯỢC ĐỔI TRẢ THOẢI MÁISAU KHI NHẬN HÀNG BẠN CÓ THỂ THOẢI MÁI KIỂM TRA HÀNG, THỬ SẢN PHẨM NẾU CẢM THẤY KO ƯNG HAY LỖI HÃY LIÊN HỆ CHÚNG TÔI SẼ HOÀN TIỀN CHO ..."
58207084,"Tai nghe nhét tai Hoco M64 Melodious jack kết nối 3.5, âm thanh tuyệt vời - HÀNG NHẬP KHẨU",https://tiki.vn/product-p58207084.html?spid=126481909,89000,0,0,4.8,36,21653,Hoco,"Thông số sản phẩm:1. Loa: 14mm.2. Cắm âm thanh: Ø3,5mm. Trọng lượng: 11g.3. Chất liệu: Dây bện cao cấp TPE, dây tráng men. Chiều dài cáp: 1,2m.5. Micrô: bộ điều khiển có mic.6. Điều khiển dây: đ..."
13781306,Tai Nghe Xiaomi In Ear Headphones Basic- Hàng Chính Hãng,https://tiki.vn/product-p13781306.html?spid=270974073,118000,0,0,5.0,1,25422,Xiaomi,Thiết kế mớiTai Nghe Xiaomi In Ear Headphones Basic  là sự kết hợp giữa nhựa và các chi tiết bằng kim loại cao cấp. Phần housing được thiết kế với phong cách độc đáo và hướng đến sự thoải mái cho ngườ...
855018,Tai Nghe Nhét Tai Sony ExtraBass MDR-XB55AP - Hàng Chính Hãng,https://tiki.vn/product-p855018.html?spid=1060308,669000,0,0,4.6,100,18641,Sony,"Thiết kế tinh tế, hiện đại Tai Nghe Nhét Tai Sony Extra Bass MDR-XB55AP có thiết kế siêu tinh tế với kiểu dáng nhỏ gọn, nhiều màu sắc để chọn lựa sao cho phù hợp với phong cách người dùng. Ngoài ra, ..."
74730315,Tai Nghe Gaming Có Mic Rời xMOWI RX3 Dùng Được Cho Cả Máy Tính Và Điện Thoại - Hàng Chính Hãng,https://tiki.vn/product-p74730315.html?spid=74730319,135000,4000,3,4.6,183,4254031,xMOWI,"Hãy thử và trải nghiệm sản phẩm tai nghe gaming xMOWI RX3, lần đầu có mặt tại Việt Nam do Công Nghệ Việt phân phốiSản phẩm chắc chắn sẽ không để bạn thất vọng!!!Các Phân Loại Sản Phẩm sẽ khác nhau ..."
23378036,Tai Nghe Nhét Tai QKZ CK5 - (Có Mic) - Hàng Chính Hãng,https://tiki.vn/product-p23378036.html?spid=146504380,102500,0,0,5.0,7,185665,QKZ,"Chất lượng âm thanh hay có hỗ trợ micro đàm thoạiTai Nghe Nhét Tai QKZ CK5 - (Có Mic) sở hữu chất lượng âm thanh cực kỳ hay. Bên cạnh đó, với chức năng hủy tiếng ồn giúp Tai nghe QKZ CK5 trở nên cuốn..."
97030109,"Tai Nghe Chống Ồn XSmart QKZ AK6 PRO Bass Siêu Khủng, Âm Thanh Cực Đỉnh, Giải Trí Chơi Game Siêu Thích - Hàng Chính Hãng",https://tiki.vn/product-p97030109.html?spid=145995155,111100,0,0,4.8,31,4691869,XSmart,CAM KẾT NHẬN HÀNG KHÔNG ƯNG ĐỔI TRẢ THOẢI MÁITai Nghe Chống Ồn QKZ-AK6 – tai nghe nhét trong sở hữu thiết kế hút mắt và chất âm chất lượng caoTai Nghe Chống Ồn QKZ-AK6 là sản phẩm tai nghe có dây thi...
249789888,Tai Nghe có dây nhét Tai PKCB Basic PKCB509 cao cấp - Hàng Chính Hãng,https://tiki.vn/product-p249789888.html?spid=249789889,85000,65000,43,5.0,26,500047,PKCB,Tai Nghe có dây nhét Tai PKCB Basic PKCB509 - Hàng Chính HãngKiểu tai nghe: Nhét taiJack cắm: 3.5mmChiều dài: 120cmKhối lượng: 15gChất liệu: TPEMicro: cóNhét tai đệm cao su êm áiChức năng: ngh...
271968218,Tai nghe nhét tai có dây màu trắng chân dẹp - Hàng chính hãng,https://tiki.vn/product-p271968218.html?spid=271968219,90000,10000,10,5.0,2,500047,PKCB,"Tai nghe nhét tai có dây màu trắng chân dẹp - Hàng chính hãngSản phẩm cắm nghe trực tiếp, không cần kết nối Bluetooth khi sử dụng Lưu ý: Đây là sản phẩm tai nghe của hãng PKCB..."
8209696,Tai Nghe nhét tai cao cấp Baseus H06 - Hàng chính hãng,https://tiki.vn/product-p8209696.html?spid=84554202,155000,0,0,4.8,25,21651,Baseus,"Chất liệu kẽm hợp kim bền, đẹpTai nghe kim loại Baseus H06 được làm bằng chất liệu Kẽm hợp kim kết hợp với ABS và TPE tạo nên độ bền cho tai nghe. Để tăng thêm phần chắc chắn và sang trọng thì tai ng..."
71986961,"Tai nghe KZ EDX - Bản nâng cấp mới, Bass tốt hơn, có micro - hàng chính hãng",https://tiki.vn/product-p71986961.html?spid=133570079,178000,0,0,4.8,60,362757,KZ,"KZ EDX được xem là bản nâng cấp của ED12 về Driver. EDX sử dụng Driver dynamic 10mm thế hệ mới với 2 nam châm cho âm bass mạnh mẽ và uy lực hơn, Vẫn kiểu dáng rất đẹp từ ED12, EDX có 2 màu đen và trắn..."
160906816,Tai nghe có dây Sony MDR-EX155AP - Hàng chính hãng,https://tiki.vn/product-p160906816.html?spid=160906820,379000,11000,3,4.8,16,18641,Sony,"Sản phẩm chính hãng SonyThiết kế nhét tai chắc chắn, nhỏ gọnMàng loa dạng vòm 9 mmNhiều màu sắc nổi bật cho bạn lựa chọnTrở kháng: 16 OhmTần số: 5 Hz - 24000 HzĐộ nhạy: 103 dB/mWĐộ dày dây: 1...."
149268229,Tai nghe có dây Sony MDR-EX15AP - Hàng chính hãng,https://tiki.vn/product-p149268229.html?spid=193770816,195000,4000,2,4.6,19,18641,Sony,"Thiết kế gọn nhẹ, có thể mang đi mọi nơiMàng loa Neodymium 9mm mang đến âm thanh mạnh mẽ, cân bằngĐộ nhạy 100dB/mW mang lại hiệu ứng âm thanh sống động và chân thựcDải tần số rộng từ 8 Hz - 22 kHz, ch..."
59306865,"Tai nghe KZ ZSN Pro X - Bản nâng cấp tốt hơn, đẹp hơn có micro - Hàng chính hãng",https://tiki.vn/product-p59306865.html?spid=143938579,549000,50000,8,5.0,5,362757,KZ,Thông số kĩ thuật:- Model: ZSN PRO X- Trở kháng: 25 Ohm- Độ nhạy: 112 dB- Tần số: 7 - 40000 Hz- Chiều dài dây: 1m2- Micro: Có - Chất lượng HD- Chân cắm: KZ C- Loại dây dẫn: Mạ bạc 4 lõiGiới thiệu:KZ Z...
126690362,Tai nghe có dây Xiaomi Mi Basic ZBW4354TY HSEJ03JY - Hàng chính hãng,https://tiki.vn/product-p126690362.html?spid=197628726,109000,21000,16,4.7,31,25422,Xiaomi, Thiết kế thoải mái khi đeo trên tai Dây chống rối Chất liệu chống quá trình oxy hóa Dễ dàng mang đi và bảo vệ tốt thiết bị Chất âm sâu và tối ưu hóa dải Bass Có Mic để hỗ trợ việc nghe gọi Màng tai n...
17914711,Tai nghe Moxpad X6 in-ear Monitor Bass HD - Hàng chính hãng ,https://tiki.vn/product-p17914711.html?spid=17914752,550000,0,0,4.7,32,412807,Moxpad,"Sau thành công vang dội ở thị trường Việt Nam cũng như phương Tây ở sản phẩm đầu tay X3, hàng điện tử Moxpad tiếp tục ra phiên bản nâng cấp Moxpad X6. Moxpad X3 thực sự đã nhận được nhiều lời khen với..."
138359591,Tai nghe nhét tai thể thao KZ EDX EDX Pro 1 Dynamic Hifi có micro bản nâng cấp bass và dây cáp - hàng chính hãng,https://tiki.vn/product-p138359591.html?spid=143952213,269000,130000,33,4.7,10,362757,KZ,...
194406361,Tai nghe nhét tai jack cắm type-C  có mic Baseus Encok C17 NGCR010002 - Hàng chính hãng,https://tiki.vn/product-p194406361.html?spid=271974500,189000,170000,47,4.7,9,21651,Baseus,"Tai nghe nhét tai có mic thương hiệu Baseus, Model: C17-Chăn cắm type-C tích hợp chịp giả mã DAC, giảm thoát âm, bảo đảm chất lượng âm thanh.-Tích hợp mic đơn hướng độ nhạy cao, đảm bảo bắt âm chính x..."
97034068,"Tai Nghe Nhét Tai XSmart HiFi S2000 Pro Super Bass Chống Ồn Cực Tốt, Âm Thanh Khủng, Chơi Game Ngon - Hàng Chính Hãng",https://tiki.vn/product-p97034068.html?spid=145656598,86300,0,0,4.8,60,4691869,XSmart," Shop CAM KẾT CAM KẾT NHẬN HÀNG KHÔNG ƯNG ĐƯỢC ĐỔI TRẢ THOẢI MÁISAU KHI NHẬN HÀNG BẠN CÓ THỂ THOẢI MÁI KIỂM TRA HÀNG, THỬ SẢN PHẨM NẾU CẢM THẤY KO ƯNG HAY LỖI HÃY LIÊN HỆ CHÚNG TÔI SẼ HOÀN TIỀN CHO ..."
273217833,Tai nghe nhét tai jack cắm Type-C có mic hoco. M101 Pro tương thích rộng với các máy Android chân Type C và cho Iphone 15 Ipad Chân Type C  - Hàng chính hãng,https://tiki.vn/product-p273217833.html?spid=273217177,99000,0,0,4.5,2,21653,Hoco,"Tai nghe M101 Pro jack cắm Type C phiên bản mới nhất1, Chất liệu: ABS + Dây tráng men TPE.2, Loa: 10mm3, Chiều dài：1.2m；Trọng lượng：29g4, Loại phích cắm：Type-C.5, Hỗ t..."
244317481,Tai nghe nhét tai dây cắm 3.5mm hỗ trợ mic KZ EDX Ultra _  Hàng chính hãng,https://tiki.vn/product-p244317481.html?spid=244317482,282000,0,0,0.0,0,362757,KZ,"Tai nghe nhét tai thương hiệu KZ, - Model: EDX Ultra, -Sản xuất tại: Trung QuốcMô tả:EDX Ultra bản cải tiến từ Phiên bản EDX Pro: *Nâng cấp bộ động lực từ tính kép, cho chất lượng âm thanh tốt hơn.*C..."
17913419,Tai nghe Moxpad X3 in-ear Monitor - Hàng chính hãng,https://tiki.vn/product-p17913419.html?spid=17913911,440000,0,0,4.6,198,412807,Moxpad,"Chiếc X3 mà mình đang sử dụng vừa được idoAudio giới thiệu cách đây không lâu, là một chiếc tai nghe có thiết kế đẹp, chất âm khá và giá bán dễ chịu, nằm trong phân khúc dành cho những người chơi mới ..."
17917941,Tai nghe Moxpad X9 in-ear Monitor Bass HD - Hàng chính hãng,https://tiki.vn/product-p17917941.html?spid=17917947,590000,0,0,4.8,18,412807,Moxpad," Moxpad là một hãng sản xuất tai nghe mới nổi của Trung Quốc. Hãng tham gia thị trường với chiếc tai nghe Moxpad X3 đình đám một thời tại Việt Nam. Sau đó 2 năm, hãng tiếp tục ra mắt X6 là bản nâng c..."
140323745,"Tai Nghe Dây Nhét Tai Chống Ồn XSmart X6 Âm Thanh Siêu Bass Nghe Nhạc, Xem Phim, Chơi Game Cực Đã Tích Hợp Mic Lọc Âm, jack 3.5 - Hàng Chính Hãng",https://tiki.vn/product-p140323745.html?spid=140323747,169000,0,0,4.7,41,4691869,XSmart,"Shop CAM KẾTCAM KẾT NHẬN HÀNG KHÔNG ƯNG ĐƯỢC ĐỔI TRẢ THOẢI MÁISAU KHI NHẬN HÀNG BẠN CÓ THỂ THOẢI MÁI KIỂM TRA HÀNG, THỬ SẢN PHẨM NẾU CẢM THẤY KO ƯNG HAY LỖI HÃY LIÊN HỆ CHÚNG TÔI SẼ HOÀN TIỀN CHO BẠ..."
4330189,"Tai Nghe Nhét Tai Đa Năng Wutsun JS001 Jack 3.5mm, không Bluetooth, tích hợp Micro và thanh điều khiển - Hàng Chính Hãng",https://tiki.vn/product-p4330189.html?spid=4330193,159000,0,0,4.5,21,209335,Wutsun,Tai Nghe Nhét Tai Đa Năng Wutsun JS001 Jack 3.5mm:Mang thiết kế cá tính và năng độngTai Nghe Thể Thao Đa Năng Chống Đau Tai Wutsun JS001 được thiết kế dành cho những ai chuyên tập luyện thể thao. Sả...
97346860,"Tai Nghe Chống Ồn Có Dây XSmart AK9 Premium BASS 2021 Thế Hệ Mới, Giải Trí, Chơi Game Dùng Cho Cả Điện Thoại, Máy Tính - Hàng Chính Hãng",https://tiki.vn/product-p97346860.html?spid=97346898,199000,0,0,4.7,153,4691869,XSmart," Shop CAM KẾT CAM KẾT NHẬN HÀNG KHÔNG ƯNG ĐƯỢC ĐỔI TRẢ THOẢI MÁISAU KHI NHẬN HÀNG BẠN CÓ THỂ THOẢI MÁI KIỂM TRA HÀNG, THỬ SẢN PHẨM NẾU CẢM THẤY KO ƯNG HAY LỖI HÃY LIÊN HỆ CHÚNG TÔI SẼ HOÀN TIỀN CHO ..."
252861079,Tai nghe nhét tai kiểm âm TAKSTAR TS-2260 AVSTAR - hàng chính hãng,https://tiki.vn/product-p252861079.html?spid=109582988,274000,0,0,4.5,19,186747,Takstar,Tai nghe nhét tai kiểm âm TAKSTAR TS-2260 AVSTAR - hàng chính hãngĐẶC ĐIỂM TAI NGHE NHÉT TAI KIỂM ÂM TAKSTAR TS-2260- Độ phân giải cao Đơn vị điều khiển của đường kính 9.2mm tái tạo âm thanh phong p...
150967,Tai Nghe Urbanista San Francisco,https://tiki.vn/product-p150967.html?spid=173702796,290000,0,0,4.5,31,40577,Urbanista,Tai Nghe Urbanista San Francisco Tai Nghe Urbanista San Francisco là một chiếc tai nghe nhét tai có một cái tên độc đáo San Francisco. Cái tên tai nghe đã thể hiện được phong cách sống của người dân ...
14363347,Tai Nghe Nhét Tai Super Bass BYZ SE519A Cao cấp - Hàng Nhập Khẩu,https://tiki.vn/product-p14363347.html?spid=54568081,40800,0,0,4.5,31,111623,BYZ,Tai Nghe BYZ SE-519A là bản nâng cấp hoàn hảo cho mẫu tai nghe đình đám 1 thời SE519 của BYZ. Đây sẽ là một lựa chọn lý tưởng cho các tín đồ âm nhạc bởi chất lượng âm thanh chuyên nghiệp mà nó mang lạ...
158867582,Tai Nghe Có Dây Earbuds PKCB Jack 3.5mm Điện Thoại Máy Tính - Hàng Chính Hãng,https://tiki.vn/product-p158867582.html?spid=158867583,160000,0,0,4.5,17,500047,PKCB,Tai Nghe Có Dây Earbuds PKCB Jack 3.5mm Điện Thoại Máy Tính - Hàng Chính HãngEarpods PKCB chính hãng - Thiết kế thông minh cùng trang bị microphone và các phím điều chỉnh tiện dụngTai nghe PKCB Earp...
273456496,"Tai nghe cho Iphone chân dẹt cao cấp Hoco. M111 Max/Pro hỗ trợ nghe gọi mic đầy đủ, cắm dùng trực tiếp không cần kết nối bluetooth - Hàng chính hãng",https://tiki.vn/product-p273456496.html?spid=273456500,199000,100000,33,4.3,27,21653,Hoco,"Thông tin sản phẩmTai nghe cho Iphone cao cấp âm thanh hay chính hãng M111 max, cắm dùng trực tiếp tương thích mọi đời máy, hỗ trợ mic nghe gọi chơi game full chức năng điều chỉnh âm lượng, qua bải ne..."
179993492,Tai nghe chân cắm 3.5mm âm thanh 6D Baseus H19 - Hàng chính hãng,https://tiki.vn/product-p179993492.html?spid=273886009,156000,94000,38,5.0,1,21651,Baseus,"TÍNH NĂNG CƠ BẢN TAI NGHE AUX 3.5MM BASEUS ENCOK H19 WIRED EARPHONE- Nếu bạn đang tìm cho mình một chiếc tai nghe thời trang, vừa có khả năng đáp ứng tốt nhu cầu nghe gọi to rỏ vừa có khả năng mang đ..."
249791135,Tai Nghe có dây nhét Tai PKCB Basic PKCB510 cao cấp - Hàng Chính Hãng,https://tiki.vn/product-p249791135.html?spid=249791136,66000,84000,56,4.8,27,500047,PKCB,Tai Nghe có dây nhét Tai PKCB Basic PKCB510 cao cấp - Hàng Chính HãngKiểu tai nghe: Nhét taiJack cắm: 3.5mmChiều dài: 120cmKhối lượng: 15gChất liệu: TPEMicro: cóNhét tai đệm cao su êm áiChức n...
97031289,"Tai Nghe Chống Ồn XSmart QKZ AK6 PRO Bass Siêu Khủng, Âm Thanh Cực Đỉnh, Giải Trí Chơi Game Siêu Thích - Hàng Chính Hãng",https://tiki.vn/product-p97031289.html?spid=97031296,119000,0,0,4.8,51,4691869,XSmart,CAM KẾT NHẬN HÀNG KHÔNG ƯNG ĐỔI TRẢ THOẢI MÁITai Nghe Chống Ồn QKZ-AK6 – tai nghe nhét trong sở hữu thiết kế hút mắt và chất âm chất lượng caoTai Nghe Chống Ồn QKZ-AK6 là sản phẩm tai nghe có dây thi...
165585662,Tai Nghe Điện Thoại OPPO MH151 Cổng 3.5mm | Công Nghệ Hi-Res | Âm Thanh 3D | Hàng Chính Hãng,https://tiki.vn/product-p165585662.html?spid=165585664,415000,175000,30,4.7,23,25643,OPPO,"- Thiết kế cá tính, có 2 màu bạc - đen, thích hợp dùng nghe nhạc, chơi game, - Âm thanh chân thực, rõ ràng với màng loa 11.2 mm. - Dây có chiều dài 1.2 m, jack cắm 3.5 mm kết nối với nhiều thiết bị ti..."
102785769,Tai nghe In Ear Remax RM610D hàng chính hãng,https://tiki.vn/product-p102785769.html?spid=102785771,249000,46000,16,4.6,26,111454,Remax,"- Có khả năng chống va đập hiệu quả: Tai nghe REMAX RM-610D được thiết kế toàn bộ phần khung từ nhôm siêu nhẹ, láng mịn. Chính nhờ thiết kế từ nhôm khiến cho REMAX RM-610D rất chắc chắn. Không chỉ TĂN..."
62714699,Tai Nghe Nhét Tai Có Mic Knowledge Zenith KZ ZS10 Pro 4BA + 1DD - Hàng Chính Hãng,https://tiki.vn/product-p62714699.html?spid=62714701,784000,0,0,4.5,28,145567,Knowledge Zenith,"Tai nghe là phiên bản nâng cấp từ ZS10.Với một diện mạo hoàn toàn mới, mạnh mẽ và trẻ trung hơn.Được trang bị 4 driver BA và 1 driver DD cho mỗi bên tai nghe.Hứa hẹn cung cấp một chất lượng âm trườn..."
97330074,Tai Nghe Chống Ồn Cao Cấp XSmart T05 GTS PRO BASS khủng Driver Dynamic 14mm chiến hêt mọi loại game - Hàng Chính Hãng,https://tiki.vn/product-p97330074.html?spid=97330076,89000,0,0,4.5,28,4691869,XSmart,"BÊN MÌNH CAM KẾT NHẬN HÀNG KHÔNG ƯNG ĐƯỢC ĐỔI TRẢ THOẢI MÁISAU KHI NHẬN HÀNG BẠN CÓ THỂ THOẢI MÁI KIỂM TRA HÀNG, THỬ SẢN PHẨM NẾU CẢM THẤY KO ƯNG HAY LỖI HÃY LIÊN HỆ CHÚNG TÔI SẼ HOÀN TIỀN CHO BẠNTh..."
197670607,Tai nghe chân cắm 3.5mm tích hợp mic KZ EDX PRO - Hàng chính hãng,https://tiki.vn/product-p197670607.html?spid=273894345,162000,0,0,5.0,15,362757,KZ,"Tai nghe nhét tai KZ, Model: EDX PRO-Là phiên bản nâng cấp của Model EDX với 4 điểm nâng cấp:*Cấu hình mạnh hơn với bộ động lực từ tính kép, đáp ứng chuẩn âm HD*Đầu kết nối chuẩn 2 pin mạ vàng.*Kiểu d..."
