,Son lì dạng thỏi Flawsome Creamy Lip Stain (2g),Son Mychi Lip Stick - son kem lỳ Mychi chính hãng,Bảng Son Lì Ohui Rouge Real 10 màu,Son môi thỏi lì cao cấp LOREN LIPSTICK trôi lâu mềm mịn môi có 10 màu lựa chọn,Son lì dạng thỏi Flawsome Creamy Lip Stain (2g),[Freeship10k đơn 249k] Son kem lì nhiều dưỡng GLAMRR Q LONG WEAR LIP CREAM 5g by Gilaa,"Son Kem Lì Mỏng Nhẹ Mềm Môi Belips Sexy Lipstick  100% thiên nhiên không chì, an toàn cho cả mẹ bầu ",Son Kem Lì Mỏng Nhẹ Mềm Môi Belips Sexy Lipstick 100% thiên nhiên,Son Kem Lì it's Well plus Lip Velvet Semi Matte (8g),Set son quà tặng Belips 5 thỏi Full Of Love ,SON KEM M.O.I PHIÊN BẢN MÙA LỄ HỘI HỒ NGỌC HÀ (2024),Son kem lì Bbia Last Velvet Lip Tint - 20 More Mature 5g (Màu hồng đỏ đất),Son kem lì Bbia Last Velvet Lip Tint - 25 Final Note 5g (màu cam nâu đất),Son kem lì Bbia Last Velvet Lip Tint Version 3 5g (5 màu),Son kem lì Bbia Last Velvet Lip Tint Version 1 5g (5 màu),Son kem lì Bbia Last Velvet Lip Tint Version 8 5g (5 màu),Son Kem Lì Bbia Last Velvet Lip Tint Version 5,Set 3 Cây Son Kem Lì Herorange Fluffy Lip Glaze,Son Môi M.O.I Nhung Lì Sgirl SUMMER EDITION Hồ Ngọc Hà (2021),Son Kem Hojo Smooth Lip Glair,Set son 2 tầng HengFang (5 sáp & 5 kem),Set Son Kem Lì 4 Cây Daishiao Matte(Tặng 1 hộp phấn mắt xinh xắn tiện lợi),Set 5 Cây Son Kem Lì VONGEE Mịn Mượt Như Nhung Và Không Khô Môi,"Son Kem Siêu Lì, Mịn Môi 3CE Cloud Lip Tint",Bảng Son Lì Ohui Rouge Real 10 màu,Son kem lì Bbia Last Velvet Lip Tint - 24 Trendy Note 5g (màu hồng đất ánh cam nhẹ),Son Lì Herorange Mềm Mịn Chống Thấm Nước Khô Môi Lâu Trôi,Son kem lì Bbia Last Velvet Lip Tint - 19 More Dazzling 5g (Màu đỏ ánh hồng cánh sen),Son Kem Lì Bbia Last Velvet Lip Tint - 16 More Graceful 5g (Màu hồng đào sữa),Son kem lì Bbia Last Velvet Lip Tint - 17 More Pleasant 5g (Màu cam san hô),Set Son Quà Tặng BELIPS Son Kem Lì FULL OF LOVE (Phiên Bản Giới Hạn),Son Kem Lì Bbia Last Velvet Lip Tint ASIA EDITION Version 2 (6 Màu) 5g Bbia Official Store,Son Kem FOX Hydrating Lip Polish 7ml,Son kem lì Bbia Last Velvet Lip Tint - 18 More Cheerful 5g (Màu hồng tươi),Set son quà tặng  Belips hộp hoa hồng ,Son Kem Bóng Maybelline Super Stay Vinyl Ink 4.2ml,Son môi Belips son kem lì City At Night mỏng nhẹ mềm môi Soft Matte Lipstick ,Set 5 Son Kem Lì Thỏ LEADUU lâu trôi mềm mịn,Son kem nhung lì Whoo GJH Mi Velvet Liquid Lip Rouge minisize,Son kem lì Aprilskin Mood Blurring Lip Tint 4g,Son xăm lì siêu mịn không trôi Mira Aroma Tattoo Liptint Hàn Quốc 6g tặng kèm móc khoá ,Son Kem Mac Powder Kiss Liquid Lipcolour 989 Mull It Over 5ml,Son kem Bbia Smudge Tint (6 màu) 3g ,Son Kem Nhung Lì Mượt Lâu Trôi V9Queen Siêu Mịn Không Khô Môi Màu Đỏ Hồng V9 Hera 5ml,Son lì dạng thỏi Flawsome Creamy Lip Stain (2g),Son Mychi Lip Stick - son kem lỳ Mychi chính hãng,Son môi thỏi lì cao cấp LOREN LIPSTICK trôi lâu mềm mịn môi có 10 màu lựa chọn,Son xăm lì siêu mịn không trôi Mira Aroma Tattoo Liptint Hàn Quốc 6g No.2 Sweet Tomato tặng kèm móc khoá,Son xăm lì siêu mịn không trôi Mira Aroma Tattoo Liptint Hàn Quốc 6g No.1 Real Red tặng kèm móc khoá,"Son kem lì mềm, lâu trôi MAC Locked Kiss Ink",Son Kem Lì Mịn Môi GRLBOSS Demi Matte Lip Cream Australis Úc,Son Kem Black Rouge Muddish Cushion Velvet 4g, Son PK Phấn Nụ Hoàng Cung màu đỏ cherry/ hồng ruby/cam đất, Son Kem Lì Bbia Last Velvet Lip Tint - Dusk Edition (3 màu) 5g,Son Kem Lì Bbia Last Velvet Lip Tint Version 8 - #39 Feign Longing (Màu Đỏ Ớt) 5g - Bbia Official Store,Son kem lì Belips City At Night mỏng mịn mềm môi Soft Matte Lipstick,Son kem nhung lì Whoo GJH Mi Velvet Liquid Lip Rouge 6g,Son lì Belips mềm môi City At Night màu C05 Swettie Baby,Son kem lì Belips City At Night màu C01 Muse Orange,Son kem lì Belips City At Night màu C04 Hot Cherry,Son Nước LIPGLOSS PK - Phấn Nụ Hoàng Cung,Son kem lì Belips City At Night màu C02 Sexy Red,SON KEM LÌ VACOSI MATTE INK MỊN MÔI PHIÊN BẢN UNIVERSE,Set Son Belips Bộ Quà Tặng Bạn Gái Sang Trọng Quyến Rũ Đẳng Cấp Phiên Bản Vỏ Đen Truyền Thống,Sét son Belips 3 son kem lì bộ quà tặng bạn gái sang trọng,Son kem lì Belips City At Night màu C03 Night Party,Son lì Belips mướt mềm môi City At Night màu C01 Muse Orange,Son kem lì Belips City At Night màu C05 Swettie Baby,Son Kem Bóng Baby Bright Sweet Cafe Shiny Tint 2.8g,Son lì Belips mềm môi City At Night màu C02 Sexy Red,Bộ đôi son kem lì mỏng mịn mềm môi City At Night C01 Muse Orange + C02 Sexy Red,Hộp quà tặng son kem Belips hộp hoa hồng 1 son ,(TẶNG 1 SON) Son môi kem lì HA:PY Matte Lip Cream phiên bản nâng cấp HAPY Roses MiniGarden son lì lâu trôi kháng nước,Son kem lì HA:PY Matte Lip Cream bám màu lâu trôi 3.5ml - Phiên bản son Roses mẫu mới,Son kem hữu cơ dưỡng ẩm - naturaglacé LIQUID ROUGE ,Son Kem Lì Mịn Môi PEKAH WINSOME COTTON TINT  Son kem lì Hàn Quốc 4.5g,Son xăm lì siêu mịn không trôi Mira Aroma Tattoo Liptint Hàn Quốc 6g tặng kèm móc khoá ,Son Bourjois Rouge Edition Velvet Lipstick,"son kem belly Bám màu được 8- 12h Có thành phần kháng nước của Mỹ, không trôi khi rửa nước Không gây thâm môi Không chất cấm",Son kem lì Kelly Queen matte lipstick M04,SON KEM GẤC DỀN MẸ KEN MÀU ĐỎ CAM,SON KEM NHUNG SIÊU LÌ LALIHUI,Son Absolute NewYork Velvet Lippie AVL21 - Fatale (3g),Son kem lì FOCALLURE velvet smooth 2.4g,Son Absolute NewYork Velvet Lippie AVL08 - Crush (3g),Son Absolute NewYork Velvet Lippie AVL16 - Maneeter (3g),Son Bellapierre Kiss Proof Lip Crème - Fullsize Tách set màu Minami Glam (Bill Anh)
SON KEM M.O.I PHIÊN BẢN MÙA LỄ HỘI HỒ NGỌC HÀ (2024),0.0631786146726247,0.014172093945347661,0.025396248390392513,0.022223448120611805,0.0631786146726247,0.021492525502713772,0.049824693676109755,0.062426183868973355,0.029853231699922034,0.06580537717797602,1.0,0.021742305494693276,0.060431546598825304,0.06488291724663107,0.06488291724663107,0.07046560455451514,0.05972151959464932,0.10484950417316488,0.020730728761454865,0.009835260100630832,0.056497656057240414,0.03333593909795126,0.03333593909795126,0.005714103697265767,0.025396248390392513,0.060431546598825304,0.03100088817141296,0.021742305494693276,0.021742305494693276,0.021742305494693276,0.06520092965637928,0.014174015790996294,0.042164271584878225,0.021742305494693276,0.07624940937082522,0.016893392845279073,0.00807115033977187,0.03333593909795126,0.019403481860957833,0.014593214511738012,0.0344405481307109,0.013150875718130263,0.05328036213159737,0.04503602716564805,0.0631786146726247,0.014172093945347661,0.022223448120611805,0.0344405481307109,0.0344405481307109,0.02187005999841896,0.027960835196035944,0.11060747271418928,0.012477180192004013,0.0,0.06746443939396866,0.007910898823454087,0.019144024068868462,0.022553617883654807,0.01643287692510479,0.025376411242970555,0.010425975073260374,0.016904033341655102,0.07424279121194725,0.16994358396209527,0.08207970423950262,0.00968773716245861,0.008046221867658748,0.02196627503054542,0.01183000792999208,0.021823358150057086,0.021891290739731287,0.07545503209076188,0.13827648423542557,0.12332523060796949,0.0,0.009008170392263476,0.0344405481307109,0.0227727816553681,0.0446608232811704,0.10126122365900185,0.00676737052006311,0.022806773769853378,0.017104910865497695,0.012201785938131066,0.017104910865497692,0.01742279915663271,0.033212610060705784
Son kem lì Bbia Last Velvet Lip Tint - 20 More Mature 5g (Màu hồng đỏ đất),0.10684816509820208,0.05776111582279643,0.0956871986587018,0.14745194910240683,0.10684816509820208,0.028320269984361546,0.07601578663509467,0.057532458261685626,0.11069968646446658,0.0651790058412147,0.021742305494693276,1.0,0.4923982314662644,0.5038266580789509,0.5038266580789509,0.503067967480993,0.46845594009214286,0.05690078088973406,0.08494925678424832,0.06321442977141592,0.0854137615274427,0.12035195423750003,0.12035195423750003,0.03135673671115598,0.0956871986587018,0.4923982314662644,0.09078280326015029,1.0,1.0,1.0,0.0645803117795682,0.1901504873675401,0.14202629065210015,1.0,0.06108959212723433,0.02799442535425843,0.04409906360849848,0.12035195423750003,0.09780866074125508,0.1627146529792288,0.048630543549289765,0.014206893840744608,0.1700313409203872,0.06208545808823311,0.10684816509820208,0.05776111582279643,0.14745194910240683,0.048630543549289765,0.048630543549289765,0.06835591260299662,0.07093104210873936,0.03133461490944496,0.032646801936190926,0.13955602589382674,0.2049630258142946,0.04322348311328299,0.09650079139363006,0.04790035511644168,0.05550437976044089,0.05320455980501309,0.07712519205345188,0.03573265160846506,0.022519208098778155,0.015933632995099166,0.08328661464475919,0.0242516852136773,0.0439628596931827,0.05186848865279626,0.0736507124237914,0.051531022123601194,0.05688918384148887,0.04773430444701161,0.03951206216432873,0.049907238443649415,0.13617693809124054,0.06900906442318508,0.048630543549289765,0.05327462082196343,0.06685856678669277,0.09230339605777614,0.014620527317945806,0.12992750004216497,0.06172780867550619,0.08662822107273577,0.06172780867550618,0.06287499662460835,0.03903597460185333
Son kem lì Bbia Last Velvet Lip Tint - 25 Final Note 5g (màu cam nâu đất),0.12221960062963362,0.04792017583980543,0.055149404208304095,0.060238640818937754,0.12221960062963362,0.03599943811408735,0.08635617044225266,0.06147770770568147,0.07875554381237942,0.02766593568015519,0.060431546598825304,0.4923982314662644,1.0,0.9804877233566064,0.9804877233566064,0.9274322431063274,0.9711221044927532,0.072214456719217,0.022202519587355647,0.03061636780224357,0.092859351683162,0.07368632721002984,0.07368632721002984,0.011477106184733799,0.055149404208304095,1.0,0.12056861151467817,0.4923982314662644,0.4923982314662644,0.4923982314662644,0.027411813494831384,0.14270431870025949,0.14024598583698308,0.4923982314662644,0.016804102934379107,0.03538158562737681,0.016722155857022598,0.07368632721002984,0.10920979990122237,0.10769247338909758,0.05226392054350981,0.01911725012053885,0.08607669098116522,0.13268934771797522,0.12221960062963362,0.04792017583980543,0.060238640818937754,0.05226392054350981,0.05226392054350981,0.04021623614026777,0.07162008091249161,0.03879116350188705,0.04354471477542973,0.13165204002325187,0.3205321438826674,0.016390139884158696,0.1077494777920288,0.07464519044832134,0.03506740946515899,0.04615012895309648,0.03187285541449661,0.038419732558221655,0.014034874408764463,0.025892978019591457,0.03996590303394916,0.011081288731116957,0.016670507978045677,0.07762144143411133,0.0846217434015373,0.0771164211585596,0.08225984271675389,0.03841837610068866,0.05245574912443173,0.07339108700249891,0.053520079282869816,0.06938224627663668,0.05226392054350981,0.06774043097546287,0.05145758574106718,0.06659364261940838,0.020305179823277206,0.023803029848034202,0.07695606966659316,0.09298553224107686,0.07695606966659316,0.07838626907956558,0.058446190490393415
Son kem lì Bbia Last Velvet Lip Tint Version 3 5g (5 màu),0.13328534662025204,0.05468150025198801,0.06283161613572796,0.06921446778888588,0.13328534662025204,0.038531634524065383,0.10000552833467755,0.06978110791147427,0.08462401458667528,0.032674388990340655,0.06488291724663107,0.5038266580789509,0.9804877233566064,1.0000000000000002,1.0000000000000002,0.9493950790840787,0.9516430748056194,0.07778176472252439,0.02245659004123171,0.038197217605350386,0.10611228190390565,0.08007627316434428,0.08007627316434428,0.011608442340797805,0.06283161613572796,0.9804877233566064,0.12930649141825623,0.5038266580789509,0.5038266580789509,0.5038266580789509,0.03237426224854745,0.14664385603438196,0.14687372557823197,0.5038266580789509,0.021213003956910295,0.03758935608518078,0.016913512775396836,0.08007627316434428,0.11310028656126091,0.11133093677328808,0.06189528844043489,0.023223636722866016,0.09214864611331113,0.1387269538617542,0.13328534662025204,0.05468150025198801,0.06921446778888588,0.06189528844043489,0.06189528844043489,0.044976184190942334,0.08014364903401267,0.04353495703718002,0.04638606958804229,0.13315857595629377,0.32943039701971794,0.016577697438745067,0.11158794198072945,0.08158646875791663,0.03995229755640038,0.04667823947512164,0.03670946645097581,0.040932902129056294,0.016329320941869202,0.02996101771273082,0.04723792699342154,0.011208095422869636,0.01686127387340553,0.08443825751824392,0.09057850131283514,0.08388888570433387,0.08910949967151116,0.04090683107475685,0.05981050054335616,0.08303647257295908,0.05413252647749478,0.07290376090580143,0.06189528844043489,0.07292355747649445,0.05520331870969465,0.0744176627257945,0.020537538418140166,0.028292046196261644,0.08295378587112685,0.09919476868320413,0.08295378587112684,0.08449545056854094,0.061419608323080736
Son kem lì Bbia Last Velvet Lip Tint Version 1 5g (5 màu),0.13328534662025204,0.05468150025198801,0.06283161613572796,0.06921446778888588,0.13328534662025204,0.038531634524065383,0.10000552833467755,0.06978110791147427,0.08462401458667528,0.032674388990340655,0.06488291724663107,0.5038266580789509,0.9804877233566064,1.0000000000000002,1.0000000000000002,0.9493950790840787,0.9516430748056194,0.07778176472252439,0.02245659004123171,0.038197217605350386,0.10611228190390565,0.08007627316434428,0.08007627316434428,0.011608442340797805,0.06283161613572796,0.9804877233566064,0.12930649141825623,0.5038266580789509,0.5038266580789509,0.5038266580789509,0.03237426224854745,0.14664385603438196,0.14687372557823197,0.5038266580789509,0.021213003956910295,0.03758935608518078,0.016913512775396836,0.08007627316434428,0.11310028656126091,0.11133093677328808,0.06189528844043489,0.023223636722866016,0.09214864611331113,0.1387269538617542,0.13328534662025204,0.05468150025198801,0.06921446778888588,0.06189528844043489,0.06189528844043489,0.044976184190942334,0.08014364903401267,0.04353495703718002,0.04638606958804229,0.13315857595629377,0.32943039701971794,0.016577697438745067,0.11158794198072945,0.08158646875791663,0.03995229755640038,0.04667823947512164,0.03670946645097581,0.040932902129056294,0.016329320941869202,0.02996101771273082,0.04723792699342154,0.011208095422869636,0.01686127387340553,0.08443825751824392,0.09057850131283514,0.08388888570433387,0.08910949967151116,0.04090683107475685,0.05981050054335616,0.08303647257295908,0.05413252647749478,0.07290376090580143,0.06189528844043489,0.07292355747649445,0.05520331870969465,0.0744176627257945,0.020537538418140166,0.028292046196261644,0.08295378587112685,0.09919476868320413,0.08295378587112684,0.08449545056854094,0.061419608323080736
Son kem lì Bbia Last Velvet Lip Tint Version 8 5g (5 màu),0.14674869378435934,0.06251155185127746,0.07173851858728997,0.0795590546826979,0.14674869378435934,0.04173141567344004,0.11565862412395636,0.0794359032384279,0.09197041636563827,0.03835853796438406,0.07046560455451514,0.503067967480993,0.9274322431063274,0.9493950790840787,0.9493950790840787,1.0000000000000002,0.8987508911192754,0.08471414511607117,0.023052939746875882,0.046634077847173404,0.12144419735078579,0.08789677904877238,0.08789677904877238,0.011916712258902538,0.07173851858728997,0.9274322431063274,0.14029388781219018,0.503067967480993,0.503067967480993,0.503067967480993,0.03800620014338899,0.1529058593355854,0.15593030116146694,0.503067967480993,0.026104910553915242,0.040438331141047466,0.01736266237230792,0.08789677904877238,0.11881463163649042,0.11675740400440798,0.07281213954798257,0.027831216114697955,0.09981775452614654,0.13138302103847696,0.14674869378435934,0.06251155185127746,0.0795590546826979,0.07281213954798257,0.07281213954798257,0.05058448014368591,0.09018049866539748,0.049105137348596416,0.050023162919078386,0.13669469063041537,0.343547837229188,0.017017929235723244,0.11722587647320479,0.09000178828602609,0.04561592306271412,0.047917811214190975,0.04227494440237867,0.04414848674378619,0.018953463531509222,0.03462855166856416,0.05548801150377756,0.011505733861919727,0.017309036231480782,0.09276657817449345,0.09810474868683758,0.0921630206779293,0.09754109302325648,0.023209946359129787,0.06833266172590183,0.09428094675384104,0.05557005177280263,0.0776397524250572,0.07281213954798257,0.07938509852332441,0.05991000039710547,0.08364337658017389,0.021082926429758415,0.033371966514017706,0.09040965002760695,0.10711075893241193,0.09040965002760695,0.09208987913697708,0.06541644669686675
Son Kem Lì Bbia Last Velvet Lip Tint Version 5,0.12078360863917989,0.04735714840122279,0.054501438560294775,0.05953088031828005,0.12078360863917989,0.03557647072975334,0.08534154784127465,0.06075538906446501,0.07783022308202364,0.027340880927558674,0.05972151959464932,0.46845594009214286,0.9711221044927532,0.9516430748056194,0.9516430748056194,0.8987508911192754,1.0000000000000002,0.07136598903555955,0.021941656025937624,0.030256647604220373,0.09176832140185852,0.07282056611169173,0.07282056611169173,0.011342258480519743,0.054501438560294775,0.9711221044927532,0.11915201745330611,0.46845594009214286,0.46845594009214286,0.46845594009214286,0.027089744494281524,0.17543540543202107,0.13859819684636546,0.46845594009214286,0.016606666867690814,0.03496587756329607,0.016525682609277576,0.07282056611169173,0.10792666366833252,0.10642716464629189,0.05164985724348629,0.018892636245913422,0.06912343113171877,0.1311303437647636,0.12078360863917989,0.04735714840122279,0.05953088031828005,0.05164985724348629,0.05164985724348629,0.03974372442622099,0.07077859671506206,0.038335395361571385,0.04303309584260736,0.0,0.3003749592175722,0.016197567584177203,0.10648349928868055,0.0737681633998162,0.03465539274395789,0.045607898286381426,0.0314983723949783,0.037968328463094836,0.013869974776183572,0.02558875423835196,0.03949633255300875,0.010951091595961773,0.016474641555557428,0.07670944558718797,0.08362749906497566,0.07621035893494194,0.08129334900650852,0.03796698794295767,0.051839431977199354,0.07252879476325615,0.052891257025370016,0.06856705501909971,0.05164985724348629,0.06694452986132468,0.05085299629230782,0.06581121543977461,0.02006660863305292,0.02352336144759581,0.07605189145713473,0.09189301942939705,0.07605189145713473,0.07746528706047924,0.057759489985855936
Set 3 Cây Son Kem Lì Herorange Fluffy Lip Glaze,0.10072760516459385,0.11987530671772864,0.06685223074210858,0.11481405674432454,0.10072760516459385,0.04505407275049963,0.08922018629675281,0.09415504169026667,0.06460754567973376,0.06428214858136146,0.10484950417316488,0.05690078088973406,0.072214456719217,0.07778176472252439,0.07778176472252439,0.08471414511607117,0.07136598903555955,1.0,0.037456016849464334,0.09367588724546674,0.15741930271359575,0.08048512411901775,0.08048512411901775,0.03706188757017681,0.06685223074210858,0.072214456719217,0.2710161196824644,0.05690078088973406,0.05690078088973406,0.05690078088973406,0.06369169249617208,0.03570792879284126,0.09326689702509391,0.05690078088973406,0.040252702115116425,0.08073985978705779,0.0,0.08048512411901775,0.07578433649960843,0.062027796570116416,0.13360590331395106,0.006668023654228929,0.07729889877111014,0.05154738435236065,0.10072760516459385,0.11987530671772864,0.11481405674432454,0.13360590331395106,0.13360590331395106,0.08950613517647264,0.10962016896548961,0.09244845765575872,0.028573916857705352,0.0,0.06737311893376413,0.0,0.07477097009640066,0.04303795445421015,0.007690242553439012,0.04840498909465366,0.06411756937290142,0.02279092958575467,0.04951586698167264,0.12316214465771516,0.20224148678216677,0.06666922468645083,0.0,0.050452764507309664,0.06475208969377821,0.050124508956226436,0.05878700861973438,0.019668280513326263,0.1280252099043114,0.16489861480094942,0.06498359335232423,0.0888857181144458,0.13360590331395106,0.013906799820592295,0.08615242914356208,0.11910938860233078,0.01430141699687619,0.027895508333722303,0.08420361348035074,0.042868070833341466,0.08420361348035073,0.0857685057505966,0.010588889537078764
Son Môi M.O.I Nhung Lì Sgirl SUMMER EDITION Hồ Ngọc Hà (2021),0.021859491590786432,0.01408107606504545,0.019550195349965556,0.028804871989011643,0.021859491590786432,0.0421060060298393,0.008105741182469654,0.008109152623219028,0.008936537176799675,0.0,0.020730728761454865,0.08494925678424832,0.022202519587355647,0.02245659004123171,0.02245659004123171,0.023052939746875882,0.021941656025937624,0.037456016849464334,1.0000000000000002,0.01300833563361627,0.02090338833835574,0.009201445120949213,0.009201445120949213,0.07665204708601973,0.019550195349965556,0.022202519587355647,0.03928993591856269,0.08494925678424832,0.08494925678424832,0.08494925678424832,0.0,0.007383254318439738,0.03527297808118767,0.08494925678424832,0.007534340653094657,0.00968645504297266,0.046916653036521525,0.009201445120949213,0.0324881271181943,0.012030810311641871,0.01617786196017043,0.0,0.13190689576156014,0.02450298688065888,0.021859491590786432,0.01408107606504545,0.028804871989011643,0.01617786196017043,0.01617786196017043,0.014617426816257861,0.07207595614382928,0.007683161122125072,0.06795827230649337,0.0,0.1340794155717453,0.04598512971293661,0.03205370520404464,0.06480405262989046,0.0,0.013535153622015685,0.019294533932028717,0.006879507142821124,0.3141680563184551,0.02951930157772868,0.015570896336837167,0.0,0.04677174674341251,0.06311642107733696,0.026985808516323477,0.0627057733004418,0.06290096624639138,0.0,0.01762119857539362,0.003960499721011725,0.012443427108899955,0.23066347688402003,0.01617786196017043,0.07744653234361355,0.043026457630332963,0.06990324768224826,0.014180184762669377,0.02073867361832181,0.008488706588935673,0.16324832635491715,0.008488706588935673,0.008646465986381371,0.09236151600190552
Son Kem Hojo Smooth Lip Glair,0.1174659751037782,0.2275739895034936,0.10501452608176375,0.07671033511849797,0.1174659751037782,0.03778751958171368,0.08160972073820777,0.04541860581813023,0.1000897110307541,0.07928195906309042,0.009835260100630832,0.06321442977141592,0.03061636780224357,0.038197217605350386,0.038197217605350386,0.046634077847173404,0.030256647604220373,0.09367588724546674,0.01300833563361627,1.0,0.08105661805623103,0.057795548649910836,0.057795548649910836,0.0,0.10501452608176375,0.03061636780224357,0.09325316891562829,0.06321442977141592,0.06321442977141592,0.06321442977141592,0.07855372398993811,0.006033589188755381,0.06903339130020693,0.06321442977141592,0.03553057446709033,0.03632018940890437,0.022789269260218084,0.057795548649910836,0.08345651957677323,0.05576343516185826,0.17273792402340757,0.010169539090514585,0.11815798270283752,0.09359486192092367,0.1174659751037782,0.2275739895034936,0.07671033511849797,0.17273792402340757,0.17273792402340757,0.07148604125305846,0.079682674074738,0.03358119697340323,0.020421860391764662,0.0,0.027528612058664456,0.022336791632992098,0.0823405629428032,0.0639438174784324,0.2769504323082159,0.07234309909123562,0.09395242312059204,0.05746654776892761,0.016880194500131795,0.01990840635609404,0.07004328455073877,0.042105349033716245,0.022718882557044885,0.06227858822828594,0.0378454974589063,0.06187339155573099,0.06206599343173034,0.029168681887808655,0.03922582958116712,0.05287513471374948,0.04362782168763515,0.04261314773360943,0.17273792402340757,0.017920132458008633,0.07157750800270156,0.0575705855347263,0.008797122238047019,0.09984652433559704,0.03951972568172637,0.02370061459986684,0.03951972568172637,0.04025418481816239,0.012709739482184188
Set son 2 tầng HengFang (5 sáp & 5 kem),0.10713966865130845,0.10271146725732921,0.1309932770405638,0.1406902652244489,0.10713966865130845,0.0423870970926069,0.18526007226176971,0.17747708572757756,0.08919922464886071,0.116531017447096,0.056497656057240414,0.0854137615274427,0.092859351683162,0.10611228190390565,0.10611228190390565,0.12144419735078579,0.09176832140185852,0.15741930271359575,0.02090338833835574,0.08105661805623103,1.0,0.1332543743134506,0.1332543743134506,0.05966484250876006,0.1309932770405638,0.092859351683162,0.10084339021568542,0.0854137615274427,0.0854137615274427,0.0854137615274427,0.11546063554662392,0.038639346396721556,0.06215614721820316,0.0854137615274427,0.053245356767794044,0.08470781028432507,0.0506328505157118,0.1332543743134506,0.06459999617800749,0.05294529886057504,0.0849647048136096,0.01714541155236166,0.058847796282346404,0.0406410662731621,0.10713966865130845,0.10271146725732921,0.1406902652244489,0.0849647048136096,0.0849647048136096,0.06870649631907885,0.11687583247941923,0.0790317481363739,0.06736518534029337,0.0,0.04932373475988317,0.049627542631573957,0.06373618356450678,0.1385755057265198,0.03184929164779238,0.018622689583811487,0.1274924020073132,0.056059352758088044,0.03651322579342009,0.02679257105471774,0.1198208370137605,0.08906629870051135,0.050476466413204246,0.13496671296766594,0.14983489607874662,0.13408859314260319,0.13450598927913335,0.025650625448326164,0.14236933570335614,0.15389010783513557,0.14224786526952882,0.03918796454392931,0.0849647048136096,0.15972521986602084,0.11124462610280851,0.06647777983109032,0.029925690657934573,0.11647616349866179,0.08714590672328468,0.08401347840402149,0.08714590672328468,0.08876548039926072,0.028764264190252638
Set Son Kem Lì 4 Cây Daishiao Matte(Tặng 1 hộp phấn mắt xinh xắn tiện lợi),0.12117549609164835,0.0691089919766809,0.14828680414348291,0.1672713017716751,0.12117549609164835,0.0552973143509474,0.15509389151041952,0.14314683433883507,0.23978255042741048,0.04442755687403231,0.03333593909795126,0.12035195423750003,0.07368632721002984,0.08007627316434428,0.08007627316434428,0.08789677904877238,0.07282056611169173,0.08048512411901775,0.009201445120949213,0.057795548649910836,0.1332543743134506,1.0,0.9492825971124718,0.036702179501022884,0.14828680414348291,0.07368632721002984,0.2014761932455461,0.12035195423750003,0.12035195423750003,0.12035195423750003,0.04401947279648834,0.18038167738047475,0.14042605663747304,0.12035195423750003,0.032137403273915593,0.10288079837814401,0.030877335976699692,0.9492825971124718,0.23422527194506715,0.09659464443593688,0.24872567654281333,0.013601155853952883,0.19226786262262519,0.08871451266528302,0.12117549609164835,0.0691089919766809,0.1672713017716751,0.24872567654281333,0.24872567654281333,0.0732049312005972,0.14170580749768133,0.04655213201615315,0.10045601846813673,0.0,0.11313657095228928,0.030264270960956276,0.2310932788138406,0.23223200509888253,0.0566293078316042,0.07822602816628245,0.11003458761109763,0.018861199672323668,0.08237815377651962,0.007568811066552828,0.04623244059772691,0.08873496684155827,0.030781968553665863,0.2461569338085522,0.13669939612406296,0.24455538866530094,0.26522120139398037,0.030175862527536602,0.07055355726908549,0.06927615376350202,0.1119370280085362,0.1284992809137258,0.24872567654281333,0.10086070742074554,0.1387738197064115,0.11971635111208544,0.015988257780584672,0.1227110517087413,0.052978975484092375,0.07448205704153774,0.052978975484092375,0.05396356968134673,0.08698386105633661
Set 5 Cây Son Kem Lì VONGEE Mịn Mượt Như Nhung Và Không Khô Môi,0.12117549609164835,0.0691089919766809,0.14828680414348291,0.1672713017716751,0.12117549609164835,0.0552973143509474,0.15509389151041952,0.14314683433883507,0.23978255042741048,0.04442755687403231,0.03333593909795126,0.12035195423750003,0.07368632721002984,0.08007627316434428,0.08007627316434428,0.08789677904877238,0.07282056611169173,0.08048512411901775,0.009201445120949213,0.057795548649910836,0.1332543743134506,0.9492825971124718,1.0,0.036702179501022884,0.14828680414348291,0.07368632721002984,0.2014761932455461,0.12035195423750003,0.12035195423750003,0.12035195423750003,0.04401947279648834,0.18038167738047475,0.14042605663747304,0.12035195423750003,0.032137403273915593,0.10288079837814401,0.030877335976699692,0.9492825971124718,0.23422527194506715,0.09659464443593688,0.24872567654281333,0.013601155853952883,0.19226786262262519,0.08871451266528302,0.12117549609164835,0.0691089919766809,0.1672713017716751,0.24872567654281333,0.24872567654281333,0.0732049312005972,0.14170580749768133,0.04655213201615315,0.10045601846813673,0.0,0.11313657095228928,0.030264270960956276,0.2310932788138406,0.23223200509888253,0.0566293078316042,0.07822602816628245,0.11003458761109763,0.018861199672323668,0.08237815377651962,0.007568811066552828,0.04623244059772691,0.08873496684155827,0.030781968553665863,0.2461569338085522,0.13669939612406296,0.24455538866530094,0.26522120139398037,0.030175862527536602,0.07055355726908549,0.06927615376350202,0.1119370280085362,0.1284992809137258,0.24872567654281333,0.10086070742074554,0.1387738197064115,0.11971635111208544,0.015988257780584672,0.1227110517087413,0.052978975484092375,0.07448205704153774,0.052978975484092375,0.05396356968134673,0.08698386105633661
